outbreak_category_id,sufferer,dead,district_id,created_at
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172090,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172020,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172050,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3172080,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172090,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172050,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172090,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172050,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172090,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172050,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172090,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172050,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172090,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172050,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3172080,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172090,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3172030,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172050,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,5,0,3172060,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,18,0,3172070,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172090,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172050,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172090,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172050,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172090,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172050,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172060,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3172080,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172090,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172100,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3172010,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172020,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172030,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172040,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172050,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3172060,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3172070,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3172080,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3172090,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3172100,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3173010,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3173020,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3173030,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,17,0,3173040,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3173010,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3173020,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3173030,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,17,0,3173040,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3173010,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3173020,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3173030,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,18,0,3173040,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,21,0,3173010,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3173020,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3173030,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,18,0,3173040,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,21,0,3173010,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3173020,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3173030,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,18,0,3173040,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3173070,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3173010,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3173020,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3173030,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,17,0,3173040,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3173010,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3173020,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3173030,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,17,0,3173040,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3173010,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3173020,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3173030,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,17,0,3173040,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,21,0,3173010,2022-09-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3173020,2022-09-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3173030,2022-09-01
625b981a-09ea-4328-bd2c-4295df14e932,17,0,3173040,2022-09-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-09-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-09-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-09-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-09-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3173010,2022-10-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3173020,2022-10-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3173030,2022-10-01
625b981a-09ea-4328-bd2c-4295df14e932,17,0,3173040,2022-10-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-10-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-10-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-10-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-10-01
625b981a-09ea-4328-bd2c-4295df14e932,21,0,3173010,2022-11-01
625b981a-09ea-4328-bd2c-4295df14e932,1,0,3173020,2022-11-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3173030,2022-11-01
625b981a-09ea-4328-bd2c-4295df14e932,18,0,3173040,2022-11-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-11-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-11-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3173070,2022-11-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-11-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3173010,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,2,0,3173020,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3173030,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,18,0,3173040,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3173050,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,4,0,3173060,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3173070,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3173080,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174010,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-03-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3174050,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,14,0,3174010,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3174020,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174040,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174080,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174030,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3174060,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,32,0,3174070,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,14,0,3174010,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3174080,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174020,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174040,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-10-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174020,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174050,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-11-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3174010,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174020,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,16,0,3174030,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174040,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,6,0,3174050,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3174060,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,34,0,3174070,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3174080,2023-12-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3175010,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3175020,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3175040,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2023-01-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3175010,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3175020,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3175040,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3175010,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3175020,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3175040,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2023-02-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3175010,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3175020,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3175040,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2023-04-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3175010,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3175020,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,17,0,3175040,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2023-05-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3175010,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,14,0,3175020,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3175040,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2023-06-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3175010,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3175020,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3175040,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2023-07-01
625b981a-09ea-4328-bd2c-4295df14e932,8,0,3175010,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3175020,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3175040,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2023-08-01
625b981a-09ea-4328-bd2c-4295df14e932,7,0,3175010,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,11,0,3175020,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,40,0,3175030,2023-09-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3175040,2023-09-01
